sim_id,path_type,depth_input_mm,total_time,status,param_radius,param_num_passes,timestamp,max_depth_mm,avg_depth_mm,depth_std_mm,min_z_coord,max_z_coord,max_stress_MPa,avg_stress_MPa,stress_std_MPa,max_strain,avg_strain,strain_std,formed_diameter_x_mm,formed_diameter_y_mm,formed_area_mm2,num_nodes,num_stress_values,num_strain_values,param_amplitude,param_k_petals,param_num_rotations,param_max_radius,param_major_axis,param_minor_axis,param_side_length,param_width,param_height,param_num_lines,param_outer_radius,param_inner_radius,param_num_points_star,param_num_cycles,param_min_radius,param_num_circles,param_freq_x,param_freq_y,param_num_periods
117,circular,2.5,65,SUCCESS,7,,2026-02-13T07:51:09.033448,1.5,0,0.425,-1.5,1.6,274.4,12.39,28.98,0.5774,0.030465,0.128298,130,130,16900,2601,72918,29471,,,3,,,,,,,,,,,,,,,,
118,lissajous,7,75,SUCCESS,,,2026-02-13T07:54:55.315668,0.506,0,0.297,-0.506,1.6,274.4,8.51,22.65,0.5774,0.030602,0.12898,130,130,16900,2601,71920,29148,12,,,,,,,,,,,,,,,,3,5,3
119,circular,5.5,60,FAILED,6,,2026-02-13T08:02:36.148497,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
120,spiral,5.5,60,SUCCESS,,,2026-02-13T08:07:07.637079,2.504,0,0.573,-2.504,1.6,301.6,13.67,31.13,0.5774,0.029926,0.126437,130,130,16900,2601,78672,30525,,,5,13,,,,,,,,,,,,,,,
121,rose,6,65,TIMEOUT,,,2026-02-13T08:22:34.091548,,,,,,,,,,,,,,,,,,10,6,1,,,,,,,,,,,,,,,,
122,figure8,5.5,50,FAILED,,,2026-02-13T08:27:02.519157,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,1,,,,,
123,concentric,1,70,SUCCESS,,,2026-02-13T08:29:08.505996,0.234,0,0.211,-0.234,1.6,265.2,4.09,14.26,0.5774,0.031604,0.13073,130,130,16900,2601,59855,28424,,,,14,,,,,,,,,,,2,7,,,
124,star,2,75,SUCCESS,,,2026-02-13T08:32:01.122964,0.475,0,0.307,-0.475,1.6,287.7,8.3,23.14,0.5774,0.031089,0.129689,130,130,16900,2601,67785,28871,,,,,,,,,,,14,6.3,7,,,,,,
125,concentric,6,55,SUCCESS,,,2026-02-13T08:34:38.041749,2.67,0,0.505,-2.67,1.6,318.9,13.87,31.33,0.5774,0.029327,0.125792,130,130,16900,2601,81864,30743,,,,6,,,,,,,,,,,2,4,,,
126,figure8,2,75,FAILED,,,2026-02-13T08:38:33.387231,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,1,,,,,
127,rose,2.5,55,SUCCESS,,,2026-02-13T08:44:56.868518,0.724,0,0.327,-0.724,1.6,283.7,8.78,23.26,0.5774,0.030905,0.129394,130,130,16900,2601,70858,28969,10,6,3,,,,,,,,,,,,,,,,
128,circular,1,70,SUCCESS,5,,2026-02-13T08:45:56.859855,0.527,0,0.161,0.527,1.6,241.1,5.03,16.15,0.5774,0.032684,0.133281,130,130,16900,2601,63216,28804,,,1,,,,,,,,,,,,,,,,
129,concentric,6.5,60,SUCCESS,,,2026-02-13T08:47:13.449261,2.948,0,0.558,-2.948,1.6,319.1,13.86,31.16,0.5774,0.029679,0.126105,130,130,16900,2601,81459,30607,,,,7,,,,,,,,,,,3,6,,,
130,zigzag,4,75,UPLOAD_FAILED,,,2026-02-13T08:47:38.298447,,,,,,,,,,,,,,,,,,,,,,,,,26,18,3,,,,,,,,,
131,hexagon,4,75,SUCCESS,5,3,2026-02-13T08:49:51.204244,1.421,0,0.367,-1.421,1.6,277.3,10.38,25.52,0.5774,0.029584,0.126706,130,130,16900,2601,78280,30264,,,,,,,,,,,,,,,,,,,
132,rose,4,40,SUCCESS,,,2026-02-13T08:51:08.007629,1.42,0,0.424,-1.42,1.6,278.5,12.12,28.63,0.5774,0.029341,0.12612,130,130,16900,2601,78400,30558,12,2,1,,,,,,,,,,,,,,,,
133,circular,4.5,45,UPLOAD_FAILED,9,,2026-02-13T08:51:32.722380,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
134,spiral,5.5,50,FAILED,,,2026-02-13T08:56:09.219588,,,,,,,,,,,,,,,,,,,,2,13,,,,,,,,,,,,,,,
135,star,1,50,SUCCESS,,,2026-02-13T08:58:30.614222,1.071,0,0.226,-1.071,1.6,286.4,6.66,19.71,0.5774,0.031606,0.130919,130,130,16900,2601,63288,29109,,,,,,,,,,,16,7.3,4,,,,,,
136,lissajous,3.5,50,UPLOAD_FAILED,,,2026-02-13T08:58:55.174150,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,4,2,4
137,figure8,5,75,FAILED,,,2026-02-13T09:02:11.579333,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,2,,,,,
138,hexagon,5,45,TIMEOUT,4,2,2026-02-13T09:17:40.428809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,circular,6,50,FAILED,13,,2026-02-13T09:27:02.191703,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
140,circular,6.5,55,SUCCESS,4,,2026-02-13T09:28:20.385880,2.795,0,0.491,-2.795,1.6,316.4,15.66,33.91,0.5774,0.028817,0.12496,130,130,16900,2601,84223,31167,,,1,,,,,,,,,,,,,,,,
141,spiral,2,60,UPLOAD_FAILED,,,2026-02-13T09:28:44.936303,,,,,,,,,,,,,,,,,,,,5,11,,,,,,,,,,,,,,,
142,spiral_inward,7.5,55,SUCCESS,,,2026-02-13T09:30:26.476568,3.521,0,0.568,-3.521,1.6,334.9,19.67,39.99,0.5774,0.028723,0.124552,130,130,16900,2601,89093,31390,,,4,8,,,,,,,,,,,,,,,
143,ellipse,5,65,UPLOAD_FAILED,,,2026-02-13T09:30:52.507802,,,,,,,,,,,,,,,,,,,,3,,14,11.8,,,,,,,,,,,,,
144,square,5.5,65,FAILED,,3,2026-02-13T09:34:57.120846,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,
145,concentric,5,55,DOWNLOAD_FAILED,,,2026-02-13T09:36:14.556572,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,2,6,,,
146,spiral_inward,5,55,SUCCESS,,,2026-02-13T09:39:56.753931,1.925,0,0.393,-1.925,1.6,303.9,13.3,30.51,0.5774,0.02894,0.125387,130,130,16900,2601,82842,30942,,,4,13,,,,,,,,,,,,,,,
147,spiral_inward,3,50,UPLOAD_FAILED,,,2026-02-13T09:40:21.257698,,,,,,,,,,,,,,,,,,,,3,9,,,,,,,,,,,,,,,
148,concentric,2.5,65,SUCCESS,,,2026-02-13T09:41:30.834065,0.701,0,0.306,-0.701,1.6,255.8,7.12,19.84,0.5774,0.031277,0.130119,130,130,16900,2601,69046,28609,,,,9,,,,,,,,,,,5,6,,,
149,hexagon,4,70,SUCCESS,4,1,2026-02-13T09:42:31.262591,1.317,0,0.345,-1.317,1.6,271.9,11.14,26.81,0.5774,0.029071,0.125822,130,130,16900,2601,80305,30715,,,,,,,,,,,,,,,,,,,
150,square,4,55,SUCCESS,,2,2026-02-13T09:45:08.704555,1.406,0,0.363,-1.406,1.6,276.7,10.51,25.55,0.5774,0.029958,0.12752,130,130,16900,2601,77669,29857,,,,,,,8,,,,,,,,,,,,
151,ellipse,3,75,FAILED,,,2026-02-13T09:50:57.980461,,,,,,,,,,,,,,,,,,,,1,,12,7.8,,,,,,,,,,,,,
152,ellipse,1,65,SUCCESS,,,2026-02-13T09:53:52.174265,0.424,0,0.176,0.424,1.6,255.7,5.57,17.57,0.5774,0.032777,0.133422,130,130,16900,2601,63402,28950,,,2,,8,4.8,,,,,,,,,,,,,
153,zigzag,4,55,SUCCESS,,,2026-02-13T09:55:26.460914,1.512,0,0.393,-1.512,1.6,265.3,11.55,27.61,0.5774,0.030445,0.128385,130,130,16900,2601,73507,29431,,,,,,,,10,26,7,,,,,,,,,
154,hexagon,7.5,50,FAILED,16,1,2026-02-13T09:58:17.816836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,spiral_inward,8,55,SUCCESS,,,2026-02-13T09:59:51.966023,3.827,0,0.596,-3.827,1.6,326.8,20.04,40.39,0.5774,0.028758,0.124521,130,130,16900,2601,89757,31410,,,2,10,,,,,,,,,,,,,,,
156,spiral,5,75,UPLOAD_FAILED,,,2026-02-13T10:00:18.542766,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,,,,,,,,
157,star,2,65,SUCCESS,,,2026-02-13T10:01:44.120325,0.099,0,0.293,-0.099,1.6,269,8.27,22.82,0.5774,0.031022,0.129762,130,130,16900,2601,68394,28796,,,,,,,,,,,12,5.6,5,,,,,,
158,square,8,60,SUCCESS,,1,2026-02-13T10:03:33.057208,3.935,0,0.662,-3.935,1.6,317,18.28,37.26,0.5774,0.029414,0.125586,130,130,16900,2601,83177,30865,,,,,,,14,,,,,,,,,,,,
159,zigzag,3.5,65,FAILED,,,2026-02-13T10:08:17.874517,,,,,,,,,,,,,,,,,,,,,,,,,26,18,5,,,,,,,,,
160,star,6.5,75,SUCCESS,,,2026-02-13T10:09:36.185202,3.115,0,0.532,-3.115,1.6,289.4,15.03,33.03,0.5774,0.029216,0.1256,130,130,16900,2601,82700,30833,,,,,,,,,,,8,4.3,8,,,,,,
161,hexagon,7.5,40,SUCCESS,6,3,2026-02-13T10:11:41.368046,3.547,0,0.573,-3.547,1.6,316.7,16.21,34.81,0.5774,0.029256,0.125414,130,130,16900,2601,84400,30965,,,,,,,,,,,,,,,,,,,
162,ellipse,4,60,SUCCESS,,,2026-02-13T10:13:47.217660,1.408,0,0.391,-1.408,1.6,287,11.17,26.94,0.5774,0.02945,0.126339,130,130,16900,2601,78837,30451,,,2,,8,4.1,,,,,,,,,,,,,
163,concentric,2.5,65,SUCCESS,,,2026-02-13T10:23:42.940880,1.235,0,0.376,-1.235,1.6,343.3,7.57,21.03,1.026,0.032239,0.132146,130,130,16900,2601,68119,28776,,,,14,,,,,,,,,,,2,6,,,
164,lissajous,2.5,60,FAILED,,,2026-02-13T10:32:46.054748,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,4,4,2
165,square,6.5,40,SUCCESS,,1,2026-02-13T10:34:04.336333,3.021,0,0.536,-3.021,1.6,299,15.74,33.73,0.5774,0.029426,0.126023,130,130,16900,2601,81456,30614,,,,,,,12,,,,,,,,,,,,
166,spiral,3,60,SUCCESS,,,2026-02-13T10:35:53.955560,0.842,0,0.333,-0.842,1.6,272.4,9.53,24.38,0.5774,0.0302,0.128066,130,130,16900,2601,74220,29587,,,2,8,,,,,,,,,,,,,,,
167,square,6,40,SUCCESS,,1,2026-02-13T10:37:11.353741,2.659,0,0.471,-2.659,1.6,319.8,14.9,32.61,0.5774,0.029086,0.125554,130,130,16900,2601,82589,30856,,,,,,,8,,,,,,,,,,,,
168,figure8,4,65,FAILED,,,2026-02-13T10:40:03.904697,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,1,,,,,
169,lissajous,1,60,SUCCESS,,,2026-02-13T10:43:31.359629,0.338,0,0.152,0.338,1.6,259,3.86,13.19,0.5774,0.031682,0.131259,130,130,16900,2601,64689,28090,10,,,,,,,,,,,,,,,,2,5,2
170,star,2.5,70,SUCCESS,,,2026-02-13T10:45:20.692773,0.415,0,0.292,-0.415,1.6,265.4,8.9,23.31,0.5774,0.030428,0.128684,130,130,16900,2601,73011,29290,,,,,,,,,,,8,3.4,8,,,,,,
171,concentric,4,65,SUCCESS,,,2026-02-13T10:47:43.185392,1.473,0,0.381,-1.473,1.6,287.5,10.88,26.46,0.5774,0.029422,0.126347,130,130,16900,2601,78266,30446,,,,6,,,,,,,,,,,2,5,,,
172,spiral_inward,4,70,SUCCESS,,,2026-02-13T10:53:02.357556,1.29,0,0.335,-1.29,1.6,287.5,10.63,25.9,0.5774,0.029478,0.126585,130,130,16900,2601,80221,30325,,,4,13,,,,,,,,,,,,,,,
173,zigzag,6.5,65,FAILED,,,2026-02-13T10:57:31.358465,,,,,,,,,,,,,,,,,,,,,,,,,26,26,5,,,,,,,,,
174,square,2.5,65,SUCCESS,,3,2026-02-13T11:03:56.037169,0.634,0,0.347,-0.634,1.6,284.1,8.71,23.29,0.5774,0.03136,0.130232,130,130,16900,2601,68712,28594,,,,,,,20,,,,,,,,,,,,
175,spiral,5.5,50,FAILED,,,2026-02-13T11:07:20.698053,,,,,,,,,,,,,,,,,,,,4,15,,,,,,,,,,,,,,,
176,concentric,4,75,SUCCESS,,,2026-02-13T11:11:21.178397,1.496,0,0.398,-1.496,1.6,289.1,11.12,26.9,0.5774,0.029428,0.126305,130,130,16900,2601,78676,30470,,,,7,,,,,,,,,,,3,5,,,
177,square,2.5,75,SUCCESS,,3,2026-02-13T11:17:44.090095,0.561,0,0.339,-0.561,1.6,274.5,8.6,22.98,0.5774,0.031304,0.130112,130,130,16900,2601,69449,28619,,,,,,,18,,,,,,,,,,,,
178,ellipse,4.5,55,SUCCESS,,,2026-02-13T11:20:05.773951,1.751,0,0.425,-1.751,1.6,295.3,11.54,27.53,0.5774,0.029594,0.126524,130,130,16900,2601,79106,30362,,,2,,8,5.6,,,,,,,,,,,,,
179,concentric,6,75,FAILED,,,2026-02-13T11:27:47.913110,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,4,5,,,
180,spiral,6,50,FAILED,,,2026-02-13T11:30:57.593981,,,,,,,,,,,,,,,,,,,,4,15,,,,,,,,,,,,,,,
181,square,8,60,FAILED,,1,2026-02-13T11:33:50.029551,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
182,square,1,40,SUCCESS,,2,2026-02-13T11:35:56.094435,0.489,0,0.166,0.489,1.6,241.1,5.02,15.81,0.5774,0.033737,0.135273,130,130,16900,2601,62860,29074,,,,,,,10,,,,,,,,,,,,
183,spiral,6,70,FAILED,,,2026-02-13T11:39:19.710374,,,,,,,,,,,,,,,,,,,,5,14,,,,,,,,,,,,,,,
184,circular,7.5,65,SUCCESS,7,,2026-02-13T11:40:53.447166,3.699,0,0.616,-3.699,1.6,320.5,15.09,32.98,0.5774,0.02966,0.125938,130,130,16900,2601,82283,30719,,,2,,,,,,,,,,,,,,,,
185,ellipse,6.5,50,FAILED,,,2026-02-13T11:46:26.190834,,,,,,,,,,,,,,,,,,,,2,,12,9.4,,,,,,,,,,,,,
186,square,6,55,SUCCESS,,1,2026-02-13T11:48:01.195228,2.678,0,0.552,-2.678,1.6,305.3,14.82,32.34,0.5774,0.030033,0.127073,130,130,16900,2601,78631,30100,,,,,,,16,,,,,,,,,,,,
187,hexagon,6,75,FAILED,15,1,2026-02-13T11:54:06.676951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,rose,3.5,60,SUCCESS,,,2026-02-13T11:56:29.140981,1.072,0,0.34,-1.072,1.6,279.7,10.61,26.1,0.5774,0.02922,0.126111,130,130,16900,2601,78480,30567,6,6,3,,,,,,,,,,,,,,,,
189,square,5.5,70,SUCCESS,,1,2026-02-13T11:58:02.436913,2.428,0,0.532,-2.428,1.6,293.2,14.1,31.26,0.5774,0.030334,0.127652,130,130,16900,2601,76346,29836,,,,,,,18,,,,,,,,,,,,
190,rose,3.5,65,SUCCESS,,,2026-02-13T11:59:51.343969,1.104,0,0.398,-1.104,1.6,277.9,11.07,27.14,0.5774,0.030188,0.127842,130,130,16900,2601,74828,29714,12,6,1,,,,,,,,,,,,,,,,
191,concentric,1.5,65,SUCCESS,,,2026-02-13T12:03:17.665770,0.048,0,0.219,-0.048,1.6,254.4,6.19,18.51,0.5774,0.031461,0.130782,130,130,16900,2601,66543,28471,,,,8,,,,,,,,,,,4,3,,,
192,zigzag,2.5,65,SUCCESS,,,2026-02-13T12:06:28.727949,0.543,0,0.294,-0.543,1.6,256,8.99,23.72,0.5774,0.030612,0.129011,130,130,16900,2601,71577,29170,,,,,,,,14,14,9,,,,,,,,,
193,zigzag,8,50,SUCCESS,,,2026-02-13T12:08:49.813895,4.19,0,0.723,-4.19,1.6,302.6,19.08,38.15,0.5774,0.030089,0.126488,130,130,16900,2601,77744,30457,,,,,,,,18,22,3,,,,,,,,,
194,star,1,60,SUCCESS,,,2026-02-13T12:10:55.287924,0.414,0,0.204,0.414,1.6,262.8,6.12,19.1,0.5774,0.031943,0.131735,130,130,16900,2601,62383,28871,,,,,,,,,,,14,6.4,5,,,,,,
195,spiral_inward,6,70,SUCCESS,,,2026-02-13T12:13:48.820099,2.53,0,0.462,-2.53,1.6,313,15.42,33.68,0.5774,0.029047,0.125356,130,130,16900,2601,84806,30956,,,3,12,,,,,,,,,,,,,,,
196,hexagon,5.5,65,UPLOAD_FAILED,9,1,2026-02-13T12:14:15.061570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,spiral,5.5,60,SUCCESS,,,2026-02-13T12:14:51.886691,2.366,0,0.491,-2.366,1.6,295.7,13.34,30.49,0.5774,0.029643,0.126472,130,130,16900,2601,80305,30392,,,5,16,,,,,,,,,,,,,,,
198,star,3.5,75,FAILED,,,2026-02-13T12:19:36.403651,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2.7,4,,,,,,
199,hexagon,1.5,65,TIMEOUT,16,1,2026-02-13T12:35:05.251319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,circular,5.5,60,FAILED,7,,2026-02-13T12:47:22.052646,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
201,figure8,8,45,SUCCESS,,,2026-02-13T12:48:56.284079,3.779,0,0.558,-3.779,1.6,317.8,16.48,35.36,0.5774,0.029274,0.125432,130,130,16900,2601,85125,30960,6,,,,,,,,,,,,,2,,,,,
202,lissajous,4,75,SUCCESS,,,2026-02-13T12:54:15.235208,1.554,0,0.378,-1.554,1.6,270.3,8.34,22.43,0.5774,0.031139,0.129567,130,130,16900,2601,72965,28881,8,,,,,,,,,,,,,,,,2,4,2
203,spiral_inward,5.5,65,UPLOAD_FAILED,,,2026-02-13T12:54:40.398812,,,,,,,,,,,,,,,,,,,,5,16,,,,,,,,,,,,,,,
204,zigzag,8,50,SUCCESS,,,2026-02-13T12:56:21.776235,3.942,0,0.644,-3.942,1.6,315.9,17.76,36.68,0.5774,0.029214,0.125266,130,130,16900,2601,82494,31022,,,,,,,,18,14,7,,,,,,,,,
205,star,2,60,FAILED,,,2026-02-13T13:02:10.905703,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,9,7,,,,,,
206,circular,3.5,65,FAILED,15,,2026-02-13T13:09:55.871525,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
207,zigzag,3,70,SUCCESS,,,2026-02-13T13:14:43.419486,0.844,0,0.356,-0.844,1.6,271.6,10.68,26.15,0.5774,0.030186,0.127819,130,130,16900,2601,73039,29732,,,,,,,,26,10,7,,,,,,,,,
208,zigzag,2,70,SUCCESS,,,2026-02-13T13:16:16.435755,0.185,0,0.263,-0.185,1.6,259.6,8.02,21.97,0.5774,0.032028,0.131881,130,130,16900,2601,69543,29109,,,,,,,,14,10,3,,,,,,,,,
209,hexagon,1.5,60,UPLOAD_FAILED,15,2,2026-02-13T13:16:41.266943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,zigzag,6,75,SUCCESS,,,2026-02-13T13:18:06.752468,2.692,0,0.482,-2.692,1.6,302.1,14.31,31.98,0.5774,0.029362,0.125964,130,130,16900,2601,80358,30649,,,,,,,,10,14,7,,,,,,,,,
211,figure8,5,40,SUCCESS,,,2026-02-13T13:20:27.488141,1.986,0,0.403,-1.986,1.6,315.6,11.57,27.37,1.212,0.029752,0.127163,130,130,16900,2601,80548,30565,10,,,,,,,,,,,,,2,,,,,
212,hexagon,7,45,FAILED,13,1,2026-02-13T13:25:12.111825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,square,2,75,SUCCESS,,2,2026-02-13T13:27:50.277925,0.168,0,0.247,-0.168,1.6,265.6,7.17,20.02,0.5774,0.031568,0.130994,130,130,16900,2601,68646,28759,,,,,,,10,,,,,,,,,,,,
214,spiral_inward,1,70,SUCCESS,,,2026-02-13T13:30:11.509421,0.554,0,0.153,0.554,1.6,246.1,4.79,15.89,0.5774,0.032432,0.13278,130,130,16900,2601,64888,28571,,,2,10,,,,,,,,,,,,,,,
215,circular,4,70,FAILED,13,,2026-02-13T13:34:39.123387,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
216,figure8,6.5,45,FAILED,,,2026-02-13T13:37:02.279864,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,2,,,,,
217,concentric,3,65,FAILED,,,2026-02-13T13:44:58.619509,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,2,3,,,
218,square,6,65,SUCCESS,,3,2026-02-13T13:48:33.006662,2.656,0,0.481,-2.656,1.6,316.1,13.01,29.52,0.5774,0.02971,0.126645,130,130,16900,2601,80815,30305,,,,,,,8,,,,,,,,,,,,
219,lissajous,8,55,SUCCESS,,,2026-02-13T13:50:43.853233,3.88,0,0.605,-3.88,1.6,327.5,18.93,38.77,0.5774,0.029124,0.125152,130,130,16900,2601,87882,31115,6,,,,,,,,,,,,,,,,3,4,2
220,star,3,55,SUCCESS,,,2026-02-13T13:52:52.989154,1.061,0,0.384,-1.061,1.6,311.7,9.93,25.58,0.6567,0.030807,0.128935,130,130,16900,2601,71588,29332,,,,,,,,,,,14,8,7,,,,,,
221,concentric,7.5,65,FAILED,,,2026-02-13T13:55:13.501467,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,2,3,,,
222,spiral_inward,4,65,SUCCESS,,,2026-02-13T14:01:49.881274,1.278,0,0.349,-1.278,1.6,282.6,10.17,25.1,0.5774,0.029973,0.127431,130,130,16900,2601,79386,29906,,,3,16,,,,,,,,,,,,,,,
223,figure8,3,60,UPLOAD_FAILED,,,2026-02-13T14:02:15.632541,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,2,,,,,
224,spiral,6.5,55,UPLOAD_FAILED,,,2026-02-13T14:02:17.216689,,,,,,,,,,,,,,,,,,,,4,14,,,,,,,,,,,,,,,
225,circular,4,70,FAILED,10,,2026-02-13T14:08:41.504300,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
226,zigzag,1,60,SUCCESS,,,2026-02-13T14:11:26.342086,0.354,0,0.197,0.354,1.6,242.5,6.13,19.23,0.5774,0.033986,0.135667,130,130,16900,2601,64686,29181,,,,,,,,18,18,5,,,,,,,,,
227,circular,1,65,SUCCESS,13,,2026-02-13T14:16:21.709061,0.427,0,0.217,-0.427,1.6,268.7,5.9,18.31,0.5774,0.032044,0.131745,130,130,16900,2601,62781,28628,,,2,,,,,,,,,,,,,,,,
228,star,3,60,FAILED,,,2026-02-13T14:20:08.227734,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6.7,4,,,,,,
229,hexagon,3,75,SUCCESS,7,1,2026-02-13T14:21:13.408540,0.738,0,0.323,-0.738,1.6,267.2,9.64,24.52,0.5774,0.030121,0.127974,130,130,16900,2601,75491,29633,,,,,,,,,,,,,,,,,,,
230,lissajous,1.5,65,FAILED,,,2026-02-13T14:28:36.073922,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,2,3,3
231,circular,7.5,65,SUCCESS,5,,2026-02-13T14:30:14.483375,3.565,0,0.568,-3.565,1.6,320.4,15.15,33.17,0.5774,0.029341,0.125666,130,130,16900,2601,83331,30827,,,2,,,,,,,,,,,,,,,,
232,hexagon,3.5,60,SUCCESS,9,1,2026-02-13T14:31:18.011588,1.057,0,0.371,-1.057,1.6,276.3,10.13,25.37,0.5774,0.030367,0.128289,130,130,16900,2601,74642,29480,,,,,,,,,,,,,,,,,,,
233,rose,5.5,75,SUCCESS,,,2026-02-13T14:33:10.660711,2.404,0,0.463,-2.404,1.6,303.8,13.28,30.41,0.5774,0.02921,0.125703,130,130,16900,2601,81523,30779,6,3,2,,,,,,,,,,,,,,,,
234,figure8,2.5,70,SUCCESS,,,2026-02-13T14:34:49.577384,0.589,0,0.245,-0.589,1.6,273.5,7.11,20.15,0.5774,0.03051,0.128745,130,130,16900,2601,72170,29320,8,,,,,,,,,,,,,1,,,,,
235,circular,4.5,50,UPLOAD_FAILED,10,,2026-02-13T14:35:15.493733,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
236,lissajous,4.5,50,SUCCESS,,,2026-02-13T14:37:01.161882,1.768,0,0.399,-1.768,1.6,286.3,10.21,24.74,0.5774,0.030304,0.128096,130,130,16900,2601,76953,29569,8,,,,,,,,,,,,,,,,3,4,3
237,concentric,5,60,FAILED,,,2026-02-13T14:51:33.252962,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,4,6,,,
238,star,4.5,55,UPLOAD_FAILED,,,2026-02-13T14:52:02.398601,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4.5,5,,,,,,
239,concentric,3.5,55,SUCCESS,,,2026-02-13T14:52:58.253396,1.772,0,0.456,-1.772,1.6,284.4,12.61,29.36,0.5774,0.029526,0.126388,130,130,16900,2601,78719,30431,,,,8,,,,,,,,,,,2,7,,,
240,square,4,75,SUCCESS,,1,2026-02-13T14:54:35.790656,1.085,0,0.378,-1.085,1.6,287.3,9.9,25.1,0.5774,0.030269,0.127991,130,130,16900,2601,74406,29625,,,,,,,16,,,,,,,,,,,,
241,concentric,6.5,75,SUCCESS,,,2026-02-13T14:55:39.058724,1.413,0,0.423,-1.413,1.6,273.2,11.45,27.18,0.5774,0.030688,0.128806,130,130,16900,2601,73816,29229,,,,11,,,,,,,,,,,5,6,,,
242,circular,7.5,60,FAILED,13,,2026-02-13T15:01:33.378462,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
243,figure8,5.5,50,FAILED,,,2026-02-13T15:14:06.886717,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,3,,,,,
244,square,2.5,70,SUCCESS,,2,2026-02-13T15:15:40.612365,2.27,0,0.43,-2.27,1.6,316.3,12.18,28.31,0.5774,0.029654,0.126401,130,130,16900,2601,81021,30492,,,,,,,18,,,,,,,,,,,,
245,spiral_inward,5,70,SUCCESS,,,2026-02-13T15:19:06.189637,0.514,0,0.34,-0.514,1.6,276.8,8.55,23.01,0.5774,0.031352,0.130242,130,130,16900,2601,68964,28560,,,3,13,,,,,,,,,,,,,,,
246,spiral_inward,5.5,60,SUCCESS,,,2026-02-13T15:22:48.501961,1.899,0,0.401,-1.899,1.6,300.9,12.91,29.64,0.5774,0.029161,0.125754,130,130,16900,2601,82510,30749,,,5,11,,,,,,,,,,,,,,,
247,star,8,75,SUCCESS,,,2026-02-13T15:26:47.690697,2.234,0,0.426,-2.234,1.6,313,14.63,32.72,0.5774,0.028929,0.125283,130,130,16900,2601,84149,30995,,,,,,,,,,,16,8.8,8,,,,,,
248,square,4,40,FAILED,,1,2026-02-13T15:29:39.231251,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,
249,square,7,45,SUCCESS,,2,2026-02-13T15:31:13.300923,1.466,0,0.442,-1.466,1.6,289.3,11.67,27.72,0.5774,0.031005,0.129226,130,130,16900,2601,72986,29079,,,,,,,16,,,,,,,,,,,,
250,star,5,55,SUCCESS,,,2026-02-13T15:33:03.406358,3.3,0,0.64,-3.3,1.6,315.2,15.2,32.83,0.5774,0.030422,0.12738,130,130,16900,2601,79289,30051,,,,,,,,,,,14,5.4,5,,,,,,
251,spiral,2,50,SUCCESS,,,2026-02-13T15:34:04.064014,2.147,0,0.511,-2.147,1.6,289.5,13.66,31,0.9818,0.029645,0.126481,130,130,16900,2601,78630,30626,,,5,16,,,,,,,,,,,,,,,
